#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Lacticaseibacillus casei","Bacteria;Terrabacteria group;Bacillota","FBL6","SAMN19017040","PRJNA727399","GCA_018363095.1","Complete",3.13829,47.9,"chromosome:NZ_CP074377.1/CP074377.1",,1,2773,"2021-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/363/095/GCA_018363095.1_ASM1836309v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/363/095/GCF_018363095.1_ASM1836309v1"
"Coxiella burnetii","Bacteria;Pseudomonadota;Gammaproteobacteria","RSA439","SAMN11578543","PRJNA541166","GCA_005280755.1","Complete",2.00653,42.6368,"chromosome:NZ_CP040059.1/CP040059.1; plasmid pQpH1:NZ_CP040060.1/CP040060.1",,2,2101,"2019-05-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/755/GCF_005280755.1_ASM528075v1"
"Oenococcus oeni","Bacteria;Terrabacteria group;Bacillota","SD-2a","SAMN23078432","PRJNA779871","GCA_023920145.1","Complete",1.9897,37.8,"chromosome:NZ_CP087569.1/CP087569.1",,1,1961,"2022-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/920/145/GCA_023920145.1_ASM2392014v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/920/145/GCF_023920145.1_ASM2392014v1"
"Desulfitobacterium hafniense Y51","Bacteria;Terrabacteria group;Bacillota","Y51","SAMD00061082","PRJNA16639","GCA_000010045.1","Complete",5.72753,47.4,"chromosome:NC_007907.1/AP008230.1",,1,5299,"2006-03-09T23:11:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/045/GCA_000010045.1_ASM1004v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/045/GCF_000010045.1_ASM1004v1"
"Aeromonas salmonicida subsp. pectinolytica 34mel","Bacteria;Pseudomonadota;Gammaproteobacteria","34mel","SAMN04208118","PRJNA299262","GCA_002735225.1","Complete",5.01265,58.3,"chromosome:NZ_CP022426.1/CP022426.1",,1,4336,"2017-10-27T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/735/225/GCF_002735225.1_ASM273522v1"
"Roseobacter denitrificans OCh 114","Bacteria;Pseudomonadota;Alphaproteobacteria","OCh 114","SAMN02602987","PRJNA16426","GCA_000014045.1","Complete",4.33123,58.9096,"chromosome:NC_008209.1/CP000362.1; plasmid pTB1:NC_008386.1/CP000464.1; plasmid pTB2:NC_008387.1/CP000465.1; plasmid pTB3:NC_008388.1/CP000466.1; plasmid pTB4:NC_008389.1/CP000467.1",,5,3979,"2006-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/045/GCA_000014045.1_ASM1404v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/045/GCF_000014045.1_ASM1404v1"
"Clostridioides difficile","Bacteria;Terrabacteria group;Bacillota","Cd6","SAMN11021904","PRJNA524299","GCA_018884965.1","Complete",4.3219,29.3,"chromosome:NZ_CP037839.1/CP037839.1",,1,3796,"2021-06-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/884/965/GCA_018884965.1_ASM1888496v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/884/965/GCF_018884965.1_ASM1888496v1"
"Sodalis glossinidius str. 'morsitans'","Bacteria;Pseudomonadota;Gammaproteobacteria","morsitans","SAMEA3430699","PRJEB9474","GCA_900004845.1","Complete",4.31166,54.3625,"chromosome 1:NZ_LN854557.1/LN854557.1; plasmid pSG1:NZ_LN854558.1/LN854558.1; plasmid pSG2:NZ_LN854559.1/LN854559.1; plasmid pSG3:NZ_LN854560.1/LN854560.1",,4,3604,"2016-07-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/004/845/GCA_900004845.1_SgGMMB4","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/004/845/GCF_900004845.1_SgGMMB4"
"Streptococcus mitis","Bacteria;Terrabacteria group;Bacillota","FDAARGOS 1456","SAMN16357598","PRJNA231221","GCA_019047825.1","Complete",1.86886,40.4,"chromosome:NZ_CP077259.1/CP077259.1",,1,1685,"2021-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/047/825/GCA_019047825.1_ASM1904782v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/047/825/GCF_019047825.1_ASM1904782v1"
"Xanthomonas citri pv. glycines","Bacteria;Pseudomonadota;Gammaproteobacteria","ICMP5732","SAMN22870845","PRJNA777707","GCA_021474205.1","Complete",5.3933,64.5741,"chromosome:NZ_CP090523.1/CP090523.1; plasmid pXAG3.ICMP5732:NZ_CP090525.1/CP090525.1; plasmid pXAG39.ICMP5732:NZ_CP090524.1/CP090524.1",,3,4388,"2022-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/474/205/GCA_021474205.1_ASM2147420v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/474/205/GCF_021474205.1_ASM2147420v1"
"Campylobacter fetus subsp. fetus","Bacteria;Campylobacterota;Epsilonproteobacteria","NCTC10842","SAMEA4063018","PRJEB6403","GCA_900475935.1","Complete",1.76325,33.3,"chromosome 1:NZ_LS483431.1/LS483431.1",,1,1718,"2018-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/935/GCA_900475935.1_48450_H02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/935/GCF_900475935.1_48450_H02"
"Xanthomonas oryzae pv. oryzae","Bacteria;Pseudomonadota;Gammaproteobacteria","ICMP3125","SAMN09791860","PRJNA485465","GCA_004136375.1","Complete",4.99067,63.7,"chromosome:NZ_CP031697.1/CP031697.1",,1,3652,"2019-02-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/136/375/GCF_004136375.1_ASM413637v1"
"Bartonella bacilliformis KC583","Bacteria;Pseudomonadota;Alphaproteobacteria","KC583; ATCC 35685","SAMN02604047","PRJNA16249","GCA_000015445.1","Complete",1.44502,38.2,"chromosome:NC_008783.1/CP000524.1",,1,1161,"2007-01-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/445/GCA_000015445.1_ASM1544v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/445/GCF_000015445.1_ASM1544v1"
"Mycoplasma capricolum subsp. capripneumoniae","Bacteria;Terrabacteria group;Mycoplasmatota","F38 = NCTC 10192T","SAMEA2710297","PRJEB7064","GCA_000953375.1","Complete",1.01676,23.7,"chromosome 1:NZ_LN515398.1/LN515398.1",,1,886,"2014-08-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/375/GCA_000953375.1_F38.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/375/GCF_000953375.1_F38.1"
"Brucella abortus","Bacteria;Pseudomonadota;Alphaproteobacteria","BDW","SAMN02767917","PRJNA243872","GCA_000740135.1","Complete",3.2895,57.1706,"chromosome 1:NZ_CP007681.1/CP007681.1; chromosome 2:NZ_CP007680.1/CP007680.1",,2,2950,"2014-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/740/135/GCA_000740135.1_ASM74013v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/135/GCF_000740135.1_ASM74013v1"
"Leptospira borgpetersenii","Bacteria;Spirochaetota;Spirochaetia","MN900","SAMN22138155","PRJNA769499","GCA_024704545.1","Complete",4.06341,40.2,"chromosome 1:NZ_CP084914.1/CP084914.1; chromosome 2:NZ_CP084915.1/CP084915.1",,2,3323,"2022-08-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/704/545/GCF_024704545.1_ASM2470454v1"
"Mycoplasmopsis agalactiae PG2","Bacteria;Terrabacteria group;Mycoplasmatota","PG2","SAMEA3138268","PRJNA16095","GCA_000063605.1","Complete",0.877438,29.7,"chromosome:NC_009497.1/CU179680.1",,1,754,"2007-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/605/GCA_000063605.1_ASM6360v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/605/GCF_000063605.1_ASM6360v1"
"Lactobacillus delbrueckii subsp. delbrueckii","Bacteria;Terrabacteria group;Bacillota","NBRC 3202","SAMD00093676","PRJDB5979","GCA_006740305.1","Complete",1.91031,50.1,"chromosome:NZ_AP019750.1/AP019750.1",,1,1711,"2019-06-14T23:12:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/740/305/GCF_006740305.1_ASM674030v1"
"Francisella tularensis","Bacteria;Pseudomonadota;Gammaproteobacteria","FDAARGOS_595","SAMN10228575","PRJNA231221","GCA_003955815.1","Complete",1.89419,32.1,"chromosome:NZ_CP034468.1/CP034468.1",,1,1668,"2018-12-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/955/815/GCF_003955815.1_ASM395581v1"
"Yersinia pseudotuberculosis","Bacteria;Pseudomonadota;Gammaproteobacteria","NCTC10275","SAMEA4442458","PRJEB6403","GCA_900637475.1","Complete",4.6102,47.5,"chromosome 1:NZ_LR134373.1/LR134373.1",,1,3813,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/475/GCA_900637475.1_51108_B01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/475/GCF_900637475.1_51108_B01"
"Cereibacter sphaeroides 2.4.1","Bacteria;Pseudomonadota;Alphaproteobacteria","2.4.1","SAMN09479592","PRJNA477813","GCA_003324715.1","Complete",4.62975,68.7646,"chromosome 1:NZ_CP030271.1/CP030271.1; chromosome 2:NZ_CP030272.1/CP030272.1; plasmid pA:NZ_CP030273.1/CP030273.1; plasmid pB:NZ_CP030274.1/CP030274.1; plasmid pC:NZ_CP030275.1/CP030275.1; plasmid pDE:NZ_CP030276.1/CP030276.1",,6,4332,"2018-07-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/324/715/GCF_003324715.1_ASM332471v1"
"Rhodopseudomonas palustris","Bacteria;Pseudomonadota;Alphaproteobacteria","VNW64","SAMN19678792","PRJNA737057","GCA_025811435.1","Complete",5.46269,65.2,"chromosome:CP076679.1",,1,4925,"2022-10-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/811/435/GCF_025811435.1_ASM2581143v1"
"Streptococcus salivarius","Bacteria;Terrabacteria group;Bacillota","NCTC8618","SAMEA3614264","PRJEB6403","GCA_900636435.1","Complete",2.20615,40.1,"chromosome 1:NZ_LR134274.1/LR134274.1",,1,1948,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/435/GCA_900636435.1_42197_C01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/435/GCF_900636435.1_42197_C01"
"Mycobacterium ulcerans","Bacteria;Terrabacteria group;Actinomycetota","ATCC 19423","SAMN20254269","PRJNA747101","GCA_022374915.3","Complete",5.69951,65.466,"chromosome:NZ_CP092429.2/CP092429.2; plasmid unnamed1:NZ_CP103312.1/CP103312.1",,2,4290,"2022-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/374/915/GCA_022374915.3_ASM2237491v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/374/915/GCF_022374915.2_ASM2237491v3"
"Shigella boydii","Bacteria;Pseudomonadota;Gammaproteobacteria","FDAARGOS_1139","SAMN16357308","PRJNA231221","GCA_016726285.1","Complete",4.54897,51.0954,"chromosome:NZ_CP068090.1/CP068090.1; plasmid unnamed1:NZ_CP068091.1/CP068091.1; plasmid unnamed2:NZ_CP068092.1/CP068092.1; plasmid unnamed3:NZ_CP068093.1/CP068093.1; plasmid unnamed4:NZ_CP068094.1/CP068094.1; plasmid unnamed5:NZ_CP068095.1/CP068095.1",,6,3871,"2021-01-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/726/285/GCA_016726285.1_ASM1672628v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/726/285/GCF_016726285.1_ASM1672628v1"
"Vibrio cholerae","Bacteria;Pseudomonadota;Gammaproteobacteria","10432-62","SAMN03248306","PRJNA188527","GCA_000969265.1","Complete",4.07746,47.7,"chromosome:NZ_CP010812.1/CP010812.1",,1,3543,"2015-04-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/265/GCA_000969265.1_ASM96926v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/265/GCF_000969265.1_ASM96926v1"
"Ralstonia solanacearum","Bacteria;Pseudomonadota;Betaproteobacteria","FJAT15252.F50","SAMN14523997","PRJNA622642","GCA_013306495.1","Complete",6.05992,66.7685,"chromosome:NZ_CP052102.1/CP052102.1; plasmid Plas1:NZ_CP052103.1/CP052103.1",,2,5250,"2020-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/306/495/GCA_013306495.1_ASM1330649v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/306/495/GCF_013306495.1_ASM1330649v1"
"Bacillus thuringiensis","Bacteria;Terrabacteria group;Bacillota","ATCC 10792","SAMN06844127","PRJNA383629","GCA_002119445.1","Complete",6.31628,34.9407,"chromosome:NZ_CP021061.1/CP021061.1; plasmid poh1:NZ_CP021062.1/CP021062.1; plasmid poh2:NZ_CP021063.1/CP021063.1; plasmid poh3:NZ_CP021064.1/CP021064.1; plasmid poh4:NZ_CP021065.1/CP021065.1; plasmid poh5:NZ_CP021066.1/CP021066.1",,6,6132,"2017-05-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/445/GCF_002119445.1_ASM211944v1"
"Ehrlichia chaffeensis str. Arkansas","Bacteria;Pseudomonadota;Alphaproteobacteria","Arkansas","SAMN02604010","PRJNA325","GCA_000013145.1","Complete",1.17625,30.1,"chromosome:NC_007799.1/CP000236.1",,1,907,"2006-02-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/145/GCA_000013145.1_ASM1314v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/145/GCF_000013145.1_ASM1314v1"
"Corynebacterium jeikeium","Bacteria;Terrabacteria group;Actinomycetota","DSM 7171","SAMN13404533","PRJNA532605","GCA_028609885.1","Complete",2.52484,61.4,"chromosome:CP063195.1",,1,2204,"2023-02-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/609/885/GCF_028609885.1_ASM2860988v1"
"Burkholderia mallei ATCC 23344","Bacteria;Pseudomonadota;Betaproteobacteria","ATCC 23344","SAMN02603987","PRJNA171","GCA_000011705.1","Complete",5.83553,68.5188,"chromosome 1:NC_006348.1/CP000010.1; chromosome 2:NC_006349.2/CP000011.2",,2,4852,"2004-09-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/705/GCA_000011705.1_ASM1170v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/705/GCF_000011705.1_ASM1170v1"
"Burkholderia pseudomallei","Bacteria;Pseudomonadota;Betaproteobacteria","GTC3P0254T","SAMD00592127","PRJDB15627","GCA_030297255.1","Complete",7.08111,68.2776,"chromosome 1:AP028077.1; chromosome 2:AP028078.1",,2,5894,"2023-05-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/297/255/GCF_030297255.1_ASM3029725v1"
"Burkholderia cenocepacia","Bacteria;Pseudomonadota;Betaproteobacteria","VC7848","SAMN05001925","PRJNA289138","GCA_001999785.1","Complete",7.49946,66.9,"chromosome:NZ_CP019668.1/CP019668.1",,1,6684,"2017-02-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/785/GCF_001999785.1_ASM199978v1"
"Mycoplasmoides genitalium M2321","Bacteria;Terrabacteria group;Mycoplasmatota","M2321","SAMN02603571","PRJNA39739","GCA_000292405.1","Complete",0.579977,31.7,"chromosome:NC_018495.1/CP003770.1",,1,508,"2012-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/292/405/GCA_000292405.1_ASM29240v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/292/405/GCF_000292405.1_ASM29240v1"
"Chlamydia trachomatis A/HAR-13","Bacteria;PVC group;Chlamydiota","A/HAR-13","SAMN02603498","PRJNA13885","GCA_000012125.1","Complete",1.05197,41.2643,"chromosome:NC_007429.1/CP000051.1; plasmid pCTA:NC_007430.1/CP000052.1",,2,886,"2005-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/125/GCA_000012125.1_ASM1212v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/125/GCF_000012125.1_ASM1212v1"
"Thermus thermophilus","Bacteria;Terrabacteria group;Deinococcota","JCM10941","SAMD00394833","PRJDB11006","GCA_019973715.1","Complete",2.11607,69.4857,"chromosome:NZ_AP024984.1/AP024984.1; plasmid pTT8:NZ_AP024986.1/AP024986.1; plasmid pTT27:NZ_AP024985.1/AP024985.1",,3,2169,"2021-08-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/973/715/GCA_019973715.1_ASM1997371v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/973/715/GCF_019973715.1_ASM1997371v1"
"Corynebacterium glutamicum","Bacteria;Terrabacteria group;Actinomycetota","Corynebacterium glutamicum ATCC 13032","SAMN08211503","PRJNA422954","GCA_002847405.1","Complete",3.31662,53.8,"chromosome:NZ_CP025533.1/CP025533.1",,1,2972,"2017-12-27T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/405/GCF_002847405.1_ASM284740v1"
"Bacillus pumilus","Bacteria;Terrabacteria group;Bacillota","NCTC10337","SAMEA4076707","PRJEB6403","GCA_900186955.1","Complete",3.85567,41.7,"chromosome 1:NZ_LT906438.1/LT906438.1",,1,3814,"2017-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/955/GCA_900186955.1_49386_E02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/955/GCF_900186955.1_49386_E02"
"Limosilactobacillus reuteri subsp. reuteri","Bacteria;Terrabacteria group;Bacillota","DSM 20016","SAMN02598351","PRJNA15766","GCA_000016825.1","Complete",1.99962,38.9,"chromosome:NC_009513.1/CP000705.1",,1,1904,"2007-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/825/GCA_000016825.1_ASM1682v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/825/GCF_000016825.1_ASM1682v1"
"Shewanella putrefaciens","Bacteria;Pseudomonadota;Gammaproteobacteria","ATCC 8071","SAMN17120581","PRJNA686146","GCA_016406325.1","Complete",4.38633,44.4,"chromosome:NZ_CP066370.1/CP066370.1",,1,3715,"2020-12-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/406/325/GCA_016406325.1_ASM1640632v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/406/325/GCF_016406325.1_ASM1640632v1"
"Ehrlichia ruminantium str. Welgevonden","Bacteria;Pseudomonadota;Alphaproteobacteria","Welgevonden","SAMEA1705918","PRJNA9614","GCA_000026005.1","Complete",1.51635,27.5,"chromosome:NC_005295.2/CR767821.1",,1,924,"2003-12-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/005/GCA_000026005.1_ASM2600v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/005/GCF_000026005.1_ASM2600v1"
"Shewanella baltica","Bacteria;Pseudomonadota;Gammaproteobacteria","11FHM2","SAMN14595194","PRJNA597012","GCA_024803605.1","Complete",5.40672,46.3773,"chromosome:NZ_CP051529.1/CP051529.1; plasmid pSBP1:NZ_CP051530.1/CP051530.1; plasmid pSBP2_mcr4:NZ_CP051531.1/CP051531.1; plasmid pSBP3:NZ_CP051532.1/CP051532.1",,4,4516,"2022-08-31T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/803/605/GCF_024803605.1_ASM2480360v1"
"Synechococcus elongatus PCC 6301","Bacteria;Terrabacteria group;Cyanobacteriota/Melainabacteria group","PCC 6301","SAMD00061073","PRJNA13282","GCA_000010065.1","Complete",2.69625,55.5,"chromosome:NC_006576.1/AP008231.1",,1,2625,"2004-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/065/GCA_000010065.1_ASM1006v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/065/GCF_000010065.1_ASM1006v1"
"Wolbachia endosymbiont of Brugia malayi","Bacteria;Pseudomonadota;Alphaproteobacteria","TRS","SAMN10519683","PRJNA508212","GCA_004795935.1","Complete",1.08006,34.2,"chromosome:NZ_CP034333.1/CP034333.1",,1,1004,"2019-04-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/795/935/GCF_004795935.1_ASM479593v1"
"Streptococcus thermophilus","Bacteria;Terrabacteria group;Bacillota","ATCC 19258","SAMN11175069","PRJNA528156","GCA_010120595.1","Complete",2.10227,39,"chromosome:NZ_CP038020.1/CP038020.1",,1,1890,"2020-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/120/595/GCA_010120595.1_ASM1012059v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/120/595/GCF_010120595.1_ASM1012059v1"
"Legionella pneumophila","Bacteria;Pseudomonadota;Gammaproteobacteria","FDAARGOS_779","SAMN11056494","PRJNA231221","GCA_006364635.1","Complete",3.40919,38.3,"chromosome:NZ_CP040987.1/CP040987.1",,1,2974,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/364/635/GCF_006364635.1_ASM636463v1"
"Shigella sonnei","Bacteria;Pseudomonadota;Gammaproteobacteria","ATCC 29930","SAMN08330284","PRJNA218110","GCA_002950395.1","Complete",4.994,50.9977,"chromosome:NZ_CP026802.1/CP026802.1; plasmid unnamed:NZ_CP026801.1/CP026801.1",,2,4329,"2018-02-23T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/395/GCF_002950395.1_ASM295039v1"
"Shigella dysenteriae","Bacteria;Pseudomonadota;Gammaproteobacteria","ATCC 13313","SAMN08330256","PRJNA218110","GCA_002949675.1","Complete",4.57846,50.9446,"chromosome:NZ_CP026774.1/CP026774.1; plasmid unnamed:NZ_CP026775.1/CP026775.1",,2,3618,"2018-02-23T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/949/675/GCF_002949675.1_ASM294967v1"
"Bacteroides fragilis","Bacteria;FCB group;Bacteroidota/Chlorobiota group","CCUG4856T","SAMN11040710","PRJNA525024","GCA_005706655.1","Complete",5.24169,43.1233,"chromosome:NZ_CP036555.1/CP036555.1; plasmid pBF9343:NZ_CP036556.1/CP036556.1",,2,4166,"2019-05-23T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/706/655/GCF_005706655.1_ASM570665v1"
"Bacillus licheniformis","Bacteria;Terrabacteria group;Bacillota","DSM 13","SAMN26561905","PRJNA814630","GCA_022630555.1","Complete",4.24359,46.2,"chromosome:NZ_CP093290.1/CP093290.1",,1,4185,"2022-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/630/555/GCA_022630555.1_ASM2263055v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/630/555/GCF_022630555.1_ASM2263055v1"
"Anaplasma marginale str. St. Maries","Bacteria;Pseudomonadota;Alphaproteobacteria","St. Maries","SAMN02604305","PRJNA40","GCA_000011945.1","Complete",1.19769,49.8,"chromosome:NC_004842.2/CP000030.1",,1,924,"2003-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/945/GCA_000011945.1_ASM1194v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/945/GCF_000011945.1_ASM1194v1"
"Acinetobacter baumannii","Bacteria;Pseudomonadota;Gammaproteobacteria","ATCC 19606","SAMN12389466","PRJNA557095","GCA_009035845.1","Complete",3.99914,39.1782,"chromosome:NZ_CP045110.1/CP045110.1; plasmid p1ATCC19606:NZ_CP045108.1/CP045108.1; plasmid p2ATCC19606:NZ_CP045109.1/CP045109.1",,3,3681,"2019-10-16T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/035/845/GCF_009035845.1_ASM903584v1"
"Paenarthrobacter aurescens TC1","Bacteria;Terrabacteria group;Actinomycetota","TC1; ATCC BAA-1386","SAMN02604022","PRJNA12512","GCA_000014925.1","Complete",5.22665,62.3869,"chromosome:NC_008711.1/CP000474.1; plasmid pTC1:NC_008712.1/CP000475.1; plasmid pTC2:NC_008713.1/CP000476.1",,3,4678,"2006-12-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/925/GCA_000014925.1_ASM1492v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/925/GCF_000014925.1_ASM1492v1"
"Mesomycoplasma hyopneumoniae J","Bacteria;Terrabacteria group;Mycoplasmatota","J","SAMN02603526","PRJNA10675","GCA_000008205.1","Complete",0.897405,28.5,"chromosome:NC_007295.1/AE017243.1",,1,672,"2005-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/205/GCA_000008205.1_ASM820v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/205/GCF_000008205.1_ASM820v1"
"Vibrio vulnificus","Bacteria;Pseudomonadota;Gammaproteobacteria","2142-77","SAMN10702673","PRJNA266293","GCA_009665475.1","Complete",5.07998,46.8109,"chromosome 1:NZ_CP035731.1/CP035731.1; chromosome 2:NZ_CP035732.1/CP035732.1",,2,4387,"2019-11-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/665/475/GCF_009665475.1_ASM966547v1"
"Streptococcus suis","Bacteria;Terrabacteria group;Bacillota","NCTC10234","SAMEA3861961","PRJEB6403","GCA_900475585.1","Complete",1.98438,41.4,"chromosome 1:NZ_LS483418.1/LS483418.1",,1,1802,"2018-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/585/GCA_900475585.1_44087_H01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/585/GCF_900475585.1_44087_H01"
